sampleID POP K1 K2 K3 K4 K5
M0012984-2 LIMA 1e-05 0.001968 0.797222 0.190491 0.010309
M0013932-0 LIMA 0.005309 0.001551 0.80833 0.18345 0.00136
M0015566-4 LIMA 1e-05 0.003999 0.835135 0.151946 0.00891
M0014532-7 LIMA 0.002658 1e-05 0.990514 0.006808 1e-05
M0012473-6 LIMA 0.001649 1e-05 0.893111 0.098374 0.006856
M0012987-5 LIMA 0.011713 1e-05 0.625281 0.31288 0.050117
M0014546-7 LIMA 0.000211 1e-05 0.631447 0.210859 0.157473
M0012452-0 LIMA 1e-05 1e-05 0.996409 0.003561 1e-05
M0013042-8 LIMA 0.011208 3.2e-05 0.882155 0.100773 0.005833
M0013033-7 LIMA 0.003073 0.003122 0.974044 0.019751 1e-05
M0012470-2 LIMA 1e-05 1e-05 0.879978 0.110857 0.009145
M0014542-6 LIMA 1e-05 0.00381 0.963509 0.02963 0.003042
M0013022-0 LIMA 1e-05 1e-05 0.945642 0.050352 0.003986
M0010621-2 LIMA 1e-05 1e-05 0.849968 0.137344 0.012667
M0012546-9 LIMA 0.005875 0.007698 0.757545 0.215505 0.013377
M0013098-0 LIMA 0.003285 1e-05 0.770003 0.181949 0.044753
M0011047-9 LIMA 0.012252 0.008539 0.5668 0.377975 0.034434
M0013600-3 LIMA 0.005927 1e-05 0.720416 0.190028 0.083619
M0012608-7 LIMA 0.000663 0.015088 0.661264 0.234278 0.088708
M0012553-5 LIMA 0.048063 0.002933 0.596375 0.344976 0.007652
M0012577-4 LIMA 0.004749 0.049062 0.317053 0.596084 0.033052
M0013154-1 LIMA 0.010521 0.01336 0.557756 0.344823 0.073539
M0012604-6 LIMA 0.0042 0.002188 0.739848 0.234699 0.019064
M0013103-8 LIMA 0.001694 0.007454 0.981228 0.009614 1e-05
M0013614-4 LIMA 1e-05 1e-05 0.967591 0.030029 0.002359
M0013121-0 LIMA 0.000435 0.002249 0.986292 0.011014 1e-05
M0013640-9 LIMA 1e-05 0.001666 0.833625 0.159887 0.004812
M0012607-9 LIMA 1e-05 0.002905 0.99125 0.005824 1e-05
M0014099-7 LIMA 1e-05 1e-05 0.874644 0.121614 0.003723
M0013147-5 LIMA 0.009948 0.000943 0.718537 0.105653 0.16492
M0015223-2 LIMA 1e-05 0.00303 0.901694 0.093062 0.002203
M0016581-2 LIMA 0.008971 1e-05 0.893286 0.097723 1e-05
M0016525-9 LIMA 0.007591 1e-05 0.812933 0.167464 0.012003
M0017402-0 LIMA 1e-05 1e-05 0.989707 0.009907 0.000365
M0021086-5 LIMA 0.002346 1e-05 0.836709 0.148431 0.012504
M0015236-4 LIMA 1e-05 1e-05 0.953931 0.043888 0.002161
M0017420-2 LIMA 1e-05 1e-05 0.788855 0.180929 0.030197
M0017431-9 LIMA 5e-05 1e-05 0.878808 0.116422 0.004711
M0016590-3 LIMA 1e-05 0.003053 0.781295 0.202457 0.013185
M0017461-6 LIMA 0.005995 1e-05 0.751957 0.222306 0.019731
M0017465-7 LIMA 1e-05 1e-05 0.819915 0.172052 0.008013
M0017407-9 LIMA 0.009238 0.006169 0.711477 0.262981 0.010135
M0017471-5 LIMA 1e-05 0.005501 0.991954 0.002525 1e-05
M0018199-1 LIMA 1e-05 0.005228 0.78613 0.185391 0.023241
M0017838-5 LIMA 1e-05 0.005741 0.863612 0.126252 0.004385
M0017879-9 LIMA 0.046431 0.016632 0.732766 0.165935 0.038236
M0017847-6 LIMA 0.009902 0.007167 0.879757 0.082261 0.020914
M0018201-5 LIMA 1e-05 0.004023 0.880482 0.115475 1e-05
M0018246-0 LIMA 0.003892 1e-05 0.87211 0.116844 0.007144
M0018205-6 LIMA 0.019585 1e-05 0.779816 0.16344 0.037149
M0018181-9 LIMA 0.01032 1e-05 0.894538 0.069611 0.025521
M0017833-6 LIMA 0.00352 1e-05 0.808324 0.174655 0.01349
M0019299-8 LIMA 0.082083 0.010714 0.564747 0.262365 0.080092
M0017893-0 LIMA 0.009376 1e-05 0.797905 0.181746 0.010963
M0017845-0 LIMA 1e-05 1e-05 0.78139 0.205662 0.012927
M0018195-9 LIMA 0.000936 1e-05 0.889378 0.107823 0.001853
M0018219-7 LIMA 0.007574 1e-05 0.751868 0.22915 0.011399
M0014545-9 LIMA 1e-05 1e-05 0.908715 0.089603 0.001662
M0015579-7 LIMA 1e-05 0.008793 0.928149 0.056692 0.006356
M0013906-4 LIMA 1e-05 1e-05 0.767774 0.221312 0.010894
M0012666-5 LIMA 1e-05 1e-05 0.916924 0.078059 0.004998
M0014522-8 LIMA 0.003361 0.003958 0.746628 0.131221 0.114832
M0013933-8 LIMA 1e-05 0.006773 0.888911 0.099186 0.005119
M0015657-1 LIMA 1e-05 1e-05 0.931131 0.068803 4.6e-05
M0015681-1 LIMA 0.002109 0.008171 0.768733 0.212652 0.008335
M0015634-0 LIMA 0.013452 1e-05 0.807427 0.175381 0.003729
M0013557-5 LIMA 1e-05 1e-05 0.848506 0.146449 0.005025
M0015131-7 LIMA 0.003573 0.007687 0.789521 0.187314 0.011905
M0011973-6 LIMA 1e-05 0.007297 0.90356 0.084869 0.004264
M0013534-4 LIMA 0.003479 0.001044 0.87141 0.106321 0.017746
M0012728-3 LIMA 0.002995 0.001394 0.980199 0.015403 1e-05
M0013493-3 LIMA 1e-05 0.002255 0.843439 0.139865 0.014431
M0013491-7 LIMA 1e-05 1e-05 0.945795 0.054175 1e-05
M0016119-1 LIMA 1e-05 1e-05 0.86947 0.128256 0.002254
M0015199-4 LIMA 1e-05 0.007399 0.934682 0.052389 0.00552
M0015117-6 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0015127-5 LIMA 0.023276 0.011518 0.918347 0.034893 0.011966
M0012676-4 LIMA 0.006082 1e-05 0.875193 0.111853 0.006862
M0014149-0 LIMA 0.010592 1e-05 0.790263 0.177315 0.02182
M0013167-3 LIMA 0.01008 1e-05 0.950043 0.024493 0.015374
M0013648-2 LIMA 0.001815 1e-05 0.932871 0.065294 1e-05
M0014471-8 LIMA 0.009522 1e-05 0.423539 0.417052 0.149877
M0013112-9 LIMA 1e-05 1e-05 0.944898 0.052284 0.002798
M0013616-9 LIMA 0.010411 0.007 0.834919 0.143912 0.003757
M0014134-2 LIMA 0.005143 0.006889 0.711198 0.25363 0.023141
M0013685-4 LIMA 0.008275 1e-05 0.658649 0.319046 0.01402
M0013684-7 LIMA 0.001282 1e-05 0.895389 0.100559 0.00276
M0016661-2 LIMA 1e-05 1e-05 0.786925 0.209366 0.003689
M0014094-8 LIMA 0.00815 1e-05 0.869125 0.114504 0.008211
M0015560-7 LIMA 1e-05 1e-05 0.850346 0.143866 0.005768
M0015632-4 LIMA 1e-05 1e-05 0.76669 0.219968 0.013322
M0015655-5 LIMA 1e-05 1e-05 0.792868 0.194982 0.01213
M0015678-7 LIMA 0.003238 1e-05 0.759198 0.212728 0.024827
M0017098-6 LIMA 1e-05 0.010981 0.894815 0.092922 0.001272
M0017525-8 LIMA 1e-05 0.006311 0.86491 0.112178 0.016591
M0015693-6 LIMA 1e-05 0.005206 0.943784 0.05099 1e-05
M0015625-8 LIMA 0.001781 1e-05 0.867842 0.125927 0.00444
M0017104-2 LIMA 1e-05 1e-05 0.920019 0.078227 0.001734
M0015638-1 LIMA 1e-05 0.000114 0.906872 0.090584 0.00242
M0015664-7 LIMA 0.005886 0.002332 0.793243 0.153732 0.044807
M0015661-3 LIMA 1e-05 1e-05 0.933182 0.062068 0.00473
M0015696-9 LIMA 1e-05 1e-05 0.91049 0.08948 1e-05
M0017109-1 LIMA 1e-05 0.005915 0.778978 0.189883 0.025214
M0017521-7 LIMA 0.000354 1e-05 0.985187 0.010674 0.003775
M0017488-9 LIMA 0.001822 0.005629 0.945969 0.04657 1e-05
M0015682-9 LIMA 0.017409 1e-05 0.88648 0.052147 0.043954
M0017102-6 LIMA 1e-05 0.007789 0.859022 0.122437 0.010742
M0017113-3 LIMA 0.011521 1e-05 0.735591 0.170954 0.081925
M0017541-5 LIMA 1e-05 0.005986 0.789937 0.177812 0.026255
M0017483-0 LIMA 0.000233 1e-05 0.779515 0.206751 0.013491
M0017140-6 LIMA 0.013074 1e-05 0.719955 0.21826 0.048702
M0017479-8 LIMA 0.005326 0.006495 0.853719 0.133986 0.000473
M0018592-7 LIMA 0.01103 0.006479 0.848696 0.119784 0.014011
M0019221-2 LIMA 0.005027 0.00396 0.99021 1e-05 0.000793
M0019224-6 LIMA 1e-05 0.00189 0.93961 0.047798 0.010692
M0017566-2 LIMA 0.001187 1e-05 0.946685 0.048146 0.003972
M0017872-4 LIMA 1e-05 0.001525 0.809176 0.186705 0.002584
M0018579-4 LIMA 0.035394 1e-05 0.852404 0.109224 0.002968
M0017511-8 LIMA 0.006983 1e-05 0.788697 0.186845 0.017465
M0015514-4 LIMA 0.011215 0.020396 0.580882 0.366265 0.021242
M0014018-7 LIMA 0.001375 1e-05 0.984702 0.013903 1e-05
M0015479-0 LIMA 1e-05 0.00384 0.948753 0.043091 0.004306
M0014444-5 LIMA 1e-05 1e-05 0.904757 0.080444 0.014779
M0014468-4 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0015511-0 LIMA 0.004443 0.00902 0.558913 0.404411 0.023213
M0014477-5 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0014484-1 LIMA 0.047571 1e-05 0.683368 0.208914 0.060137
M0015502-9 LIMA 0.010883 0.002332 0.793921 0.179536 0.013328
M0016295-9 LIMA 1e-05 0.007774 0.699627 0.265957 0.026632
M0015451-9 LIMA 0.005293 0.001527 0.816522 0.125499 0.051159
M0015488-1 LIMA 1e-05 0.007722 0.835189 0.144589 0.012491
M0016362-7 LIMA 1e-05 1e-05 0.94223 0.03848 0.019269
M0016322-1 LIMA 0.006425 1e-05 0.831208 0.158685 0.003672
M0017292-5 LIMA 0.003889 1e-05 0.924638 0.066726 0.004738
M0016273-6 LIMA 0.009053 0.005408 0.960803 0.023922 0.000814
M0016283-5 LIMA 1e-05 1e-05 0.915514 0.079736 0.00473
M0016299-1 LIMA 1e-05 1e-05 0.628502 0.35693 0.014548
M0018666-9 LIMA 0.012061 1e-05 0.659343 0.31384 0.014746
M0017273-5 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0016330-4 LIMA 0.00011 0.001149 0.79456 0.195305 0.008876
M0018611-5 LIMA 1e-05 1e-05 0.895821 0.073842 0.030317
M0017360-0 LIMA 0.009076 0.004588 0.906562 0.077446 0.002327
M0017582-9 LIMA 1e-05 0.022661 0.430039 0.253961 0.293329
M0017757-7 LIMA 1e-05 1e-05 0.928843 0.071127 1e-05
M0017270-1 LIMA 1e-05 0.007954 0.98805 0.003976 1e-05
M0017281-8 LIMA 0.002764 1e-05 0.737033 0.252226 0.007968
M0017802-1 LIMA 0.005128 0.002806 0.987244 0.004813 1e-05
M0017327-9 LIMA 0.092286 0.002016 0.741206 0.087482 0.077011
M0015110-1 LIMA 0.001062 1e-05 0.91825 0.07751 0.003168
M0016164-7 LIMA 1e-05 1e-05 0.967954 0.032016 1e-05
M0016144-9 LIMA 0.033027 1e-05 0.964825 0.002128 1e-05
M0016133-2 LIMA 0.025139 1e-05 0.716536 0.249165 0.00915
M0015157-2 LIMA 1e-05 0.00249 0.867 0.125805 0.004694
M0016958-2 LIMA 1e-05 0.00194 0.935059 0.057628 0.005363
M0016159-7 LIMA 1e-05 1e-05 0.913601 0.086369 1e-05
M0013581-5 LIMA 1e-05 1e-05 0.808441 0.18372 0.00782
M0016149-8 LIMA 0.003704 1e-05 0.773109 0.223168 1e-05
M0015148-1 LIMA 1e-05 0.001852 0.850271 0.139234 0.008633
M0016968-1 LIMA 0.015917 0.006043 0.811554 0.166319 0.000167
M0016984-8 LIMA 1e-05 0.009145 0.989959 0.000877 1e-05
M0017693-4 LIMA 0.000663 0.002925 0.640231 0.304904 0.051276
M0013962-7 LIMA 1e-05 0.005812 0.940123 0.054045 1e-05
M0013397-6 LIMA 1e-05 0.000806 0.920704 0.075144 0.003337
M0013362-0 LIMA 0.010748 1e-05 0.759409 0.2166 0.013233
M0014499-9 LIMA 0.013168 1e-05 0.732665 0.251866 0.00229
M0013670-6 LIMA 0.018749 0.007239 0.852945 0.121058 1e-05
M0014124-3 LIMA 1e-05 1e-05 0.831186 0.162685 0.006109
M0014269-6 LIMA 0.00342 0.000647 0.900536 0.055538 0.039859
M0014131-8 LIMA 1e-05 7.9e-05 0.970589 0.029312 1e-05
M0014127-6 LIMA 1e-05 0.004297 0.458052 0.186492 0.351148
M0014141-7 LIMA 1e-05 0.005438 0.906054 0.086621 0.001877
M0014125-0 LIMA 0.021 1e-05 0.596429 0.198631 0.18393
M0014289-4 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0015929-4 LIMA 0.037328 0.004261 0.396779 0.370276 0.191357
M0017753-6 LIMA 0.031003 1e-05 0.548536 0.307027 0.113425
M0017309-7 LIMA 0.007369 0.00872 0.696085 0.167971 0.119855
M0017718-9 LIMA 1e-05 0.002503 0.652369 0.341381 0.003738
M0017786-6 LIMA 0.124348 1e-05 0.849326 0.026306 1e-05
M0018004-3 LIMA 0.010971 0.004588 0.914765 0.056667 0.013009
M0018678-4 LIMA 0.000349 0.008685 0.737664 0.171469 0.081833
M0017771-8 LIMA 0.045576 0.000893 0.650618 0.197545 0.105368
M0018601-6 LIMA 0.04092 0.000412 0.840031 0.106455 0.012182
M0018677-6 LIMA 0.001915 0.002533 0.992776 0.002766 1e-05
M0018644-6 LIMA 0.009869 0.000676 0.947738 0.028989 0.012729
M0014319-9 LIMA 0.126638 0.000204 0.77861 0.082543 0.012005
M0014333-0 LIMA 1e-05 1e-05 0.91308 0.06682 0.02008
M0014365-2 LIMA 0.007315 1e-05 0.805391 0.182574 0.00471
M0014364-5 LIMA 1e-05 0.002108 0.928018 0.069855 1e-05
M0014146-6 LIMA 0.008083 1e-05 0.794364 0.184857 0.012686
M0015928-6 LIMA 0.005118 0.000732 0.889945 0.098073 0.006132
M0016679-4 LIMA 1e-05 0.002646 0.739162 0.222165 0.036017
M0014277-9 LIMA 0.001822 0.007002 0.892283 0.094418 0.004475
M0014274-6 LIMA 0.143205 1e-05 0.517426 0.289508 0.049851
M0014313-2 LIMA 1e-05 1e-05 0.931137 0.0619 0.006943
M0015852-8 LIMA 1e-05 1e-05 0.779325 0.208583 0.012072
M0014342-1 LIMA 1e-05 0.00713 0.876239 0.114973 0.001648
M0015873-4 LIMA 0.008854 1e-05 0.615408 0.212098 0.163631
M0015903-9 LIMA 0.000833 0.005275 0.582652 0.241315 0.169925
M0016692-7 LIMA 1e-05 1e-05 0.811859 0.183483 0.004638
M0015853-6 LIMA 0.011317 1e-05 0.652404 0.165569 0.1707
M0015900-5 LIMA 1e-05 1e-05 0.953185 0.041286 0.005509
M0015901-3 LIMA 0.006996 1e-05 0.99192 1e-05 0.001064
M0017624-9 LIMA 0.011678 0.001744 0.942311 0.02994 0.014327
M0014362-9 LIMA 0.004006 1e-05 0.715596 0.260508 0.01988
M0015879-1 LIMA 0.014052 1e-05 0.779924 0.164075 0.041939
M0017595-1 LIMA 1e-05 0.008926 0.865419 0.11298 0.012666
M0016683-6 LIMA 1e-05 0.01437 0.837612 0.117668 0.03034
M0016667-9 LIMA 1e-05 0.002161 0.926346 0.061744 0.009739
M0016700-8 LIMA 1e-05 1e-05 0.679126 0.227845 0.093009
M0016697-6 LIMA 0.001977 0.005714 0.83028 0.146273 0.015756
M0016686-9 LIMA 0.002793 0.024836 0.555098 0.289935 0.127338
M0017586-0 LIMA 0.001927 1e-05 0.996844 1e-05 0.001209
M0017601-7 LIMA 0.010357 1e-05 0.807656 0.179727 0.00225
M0017365-9 LIMA 0.006505 1e-05 0.68301 0.175802 0.134673
M0017364-2 LIMA 1e-05 1e-05 0.948776 0.050255 0.000949
M0017341-0 LIMA 0.013302 0.004258 0.778658 0.153721 0.050062
M0017277-6 LIMA 0.009339 1e-05 0.457721 0.377654 0.155276
M0016354-4 LIMA 1e-05 1e-05 0.811422 0.186751 0.001807
M0016342-9 LIMA 1e-05 0.001463 0.922522 0.071274 0.004731
M0017261-0 LIMA 1e-05 0.004115 0.911747 0.069949 0.014179
M0016364-3 LIMA 1e-05 0.00901 0.665127 0.316359 0.009494
M0017315-4 LIMA 0.001046 0.001778 0.924871 0.069332 0.002973
M0017325-3 LIMA 1e-05 0.01256 0.771043 0.213448 0.002939
M0018693-3 LIMA 0.000541 1e-05 0.710433 0.15626 0.132755
M0017252-9 LIMA 1e-05 1e-05 0.91913 0.068225 0.012624
M0017726-2 LIMA 1e-05 0.004938 0.813542 0.132498 0.049012
M0022322-3 LIMA 1e-05 0.005526 0.931579 0.060499 0.002386
M0017534-0 LIMA 1e-05 0.006655 0.845668 0.140122 0.007545
M0017478-0 LIMA 0.01374 0.002328 0.768182 0.134535 0.081216
M0018532-3 LIMA 0.001983 0.00444 0.939644 0.053924 1e-05
M0017869-0 LIMA 0.014495 1e-05 0.57261 0.248688 0.164196
M0018551-3 LIMA 0.016557 0.001133 0.754727 0.204542 0.02304
M0019217-0 LIMA 0.004587 0.000345 0.783227 0.208685 0.003156
M0019200-6 LIMA 0.012085 1e-05 0.674942 0.308566 0.004397
M0020156-7 LIMA 0.00442 1e-05 0.988969 0.006591 1e-05
M0020092-4 LIMA 0.003056 0.002525 0.909508 0.074084 0.010826
M0019243-6 LIMA 0.052981 1e-05 0.742419 0.182323 0.022267
M0019195-8 LIMA 0.005013 0.001129 0.915088 0.073359 0.005411
M0019214-7 LIMA 1e-05 0.009816 0.942301 0.046822 0.00105
M0019237-8 LIMA 0.001648 1e-05 0.783349 0.211419 0.003574
M0020119-5 LIMA 0.000426 1e-05 0.741295 0.210634 0.047635
M0019238-6 LIMA 1e-05 1e-05 0.865181 0.128721 0.006078
M0020721-8 LIMA 0.01072 0.005287 0.56997 0.264917 0.149106
M0020747-3 LIMA 1e-05 1e-05 0.807163 0.165323 0.027494
M0021737-3 LIMA 0.002081 1e-05 0.723643 0.199555 0.074711
M0023519-3 LIMA 1e-05 0.008311 0.808172 0.17222 0.011287
M0014770-3 LIMA 1e-05 1e-05 0.931237 0.06193 0.006814
M0014768-7 LIMA 1e-05 1e-05 0.843888 0.156082 1e-05
M0014774-5 LIMA 0.006816 1e-05 0.923803 0.066936 0.002435
M0014776-0 LIMA 1e-05 0.002806 0.882536 0.106884 0.007763
M0014856-0 LIMA 0.002222 1e-05 0.997748 1e-05 1e-05
M0014859-4 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0014782-8 LIMA 0.005237 0.002924 0.988307 0.003522 1e-05
M0014812-3 LIMA 1e-05 1e-05 0.869659 0.121779 0.008542
M0014844-6 LIMA 1e-05 0.002526 0.997095 0.000359 1e-05
M0014784-4 LIMA 0.001747 1e-05 0.92866 0.060901 0.008682
M0014785-1 LIMA 0.003614 0.00022 0.819276 0.175526 0.001363
M0014842-0 LIMA 1e-05 0.007766 0.911974 0.075217 0.005034
M0014788-5 LIMA 1e-05 0.004143 0.925465 0.064179 0.006203
M0015786-8 LIMA 1e-05 1e-05 0.849369 0.146946 0.003665
M0014825-5 LIMA 1e-05 1e-05 0.888282 0.104931 0.006767
M0014787-7 LIMA 1e-05 1e-05 0.871956 0.116924 0.0111
M0014865-1 LIMA 0.00047 0.00844 0.836846 0.15229 0.001954
M0014820-6 LIMA 1e-05 1e-05 0.936042 0.058453 0.005486
M0015711-6 LIMA 1e-05 0.01079 0.859282 0.129908 1e-05
M0016498-9 LIMA 0.01345 1e-05 0.817641 0.161275 0.007624
M0015713-2 LIMA 1e-05 1e-05 0.914642 0.08037 0.004967
M0015783-5 LIMA 1e-05 1e-05 0.957915 0.034739 0.007326
M0016423-7 LIMA 1e-05 0.003244 0.991445 0.005291 1e-05
M0016424-5 LIMA 1e-05 0.003152 0.967917 0.028911 1e-05
M0016471-6 LIMA 1e-05 1e-05 0.990309 0.009661 1e-05
M0015789-2 LIMA 1e-05 0.001951 0.883227 0.110694 0.004118
M0015775-1 LIMA 1e-05 0.000336 0.811207 0.174677 0.01377
M0015772-8 LIMA 1e-05 0.011869 0.924517 0.063054 0.00055
M0015767-8 LIMA 1e-05 1e-05 0.984238 0.015732 1e-05
M0016442-7 LIMA 1e-05 0.004587 0.972044 0.020573 0.002787
M0015744-7 LIMA 1e-05 1e-05 0.933416 0.066554 1e-05
M0015746-2 LIMA 0.000798 1e-05 0.900011 0.093238 0.005942
M0016501-0 LIMA 0.005921 1e-05 0.948679 0.033991 0.011398
M0016458-3 LIMA 1e-05 1e-05 0.877522 0.110896 0.011562
M0016480-7 LIMA 1e-05 1e-05 0.994486 0.005484 1e-05
M0016500-2 LIMA 0.005905 0.001878 0.992197 1e-05 1e-05
M0015781-9 LIMA 1e-05 0.00247 0.902736 0.086841 0.007944
M0017648-8 LIMA 0.003115 0.006948 0.974116 0.015264 0.000557
M0015785-0 LIMA 0.005462 0.000249 0.906979 0.071097 0.016213
M0015784-3 LIMA 1e-05 0.008274 0.931888 0.059818 1e-05
M0016473-2 LIMA 1e-05 1e-05 0.956086 0.038354 0.00554
M0016497-1 LIMA 0.004528 1e-05 0.816767 0.126263 0.052432
M0017574-6 LIMA 1e-05 1e-05 0.944222 0.046657 0.009101
M0016476-5 LIMA 1e-05 1e-05 0.983536 0.016434 1e-05
M0018312-0 LIMA 0.004207 0.007584 0.864763 0.100552 0.022895
M0019017-4 LIMA 1e-05 1e-05 0.964946 0.035024 1e-05
M0019015-8 LIMA 0.003068 1e-05 0.865092 0.126411 0.005419
M0019062-0 LIMA 1e-05 1e-05 0.862275 0.115704 0.022001
M0019065-3 LIMA 1e-05 0.003951 0.845511 0.129502 0.021026
M0017638-9 LIMA 1e-05 1e-05 0.909009 0.088489 0.002482
M0025401-2 LIMA 0.000475 0.002599 0.943637 0.049419 0.00387
M0017571-2 LIMA 1e-05 0.005106 0.969396 0.025478 1e-05
M0016514-3 LIMA 1e-05 1e-05 0.941993 0.057977 1e-05
M0021579-9 LIMA 1e-05 0.00661 0.856754 0.11848 0.018146
M0021581-5 LIMA 0.001482 0.003079 0.888111 0.094717 0.012611
M0021582-3 LIMA 0.001166 0.006019 0.926861 0.05963 0.006324
M0017657-9 LIMA 1e-05 0.018562 0.887664 0.088731 0.005032
M0018282-5 LIMA 0.001538 0.000925 0.991563 0.005964 1e-05
M0018279-1 LIMA 1e-05 1e-05 0.93601 0.061105 0.002865
M0018285-8 LIMA 1e-05 0.002896 0.938958 0.053731 0.004404
M0018275-9 LIMA 0.0069 1e-05 0.931251 0.057542 0.004297
M0018276-7 LIMA 1e-05 0.006588 0.924557 0.059963 0.008883
M0023122-6 LIMA 1e-05 0.001957 0.846577 0.142533 0.008924
M0022053-4 LIMA 1e-05 0.001922 0.941944 0.053521 0.002604
M0014872-7 LIMA 0.132786 1e-05 0.621908 0.194893 0.050403
M0014925-3 LIMA 0.002095 1e-05 0.736737 0.255638 0.00552
M0014940-2 LIMA 0.005163 0.001672 0.726334 0.258626 0.008206
M0014915-4 LIMA 1e-05 0.019225 0.715733 0.150161 0.11487
M0014918-8 LIMA 1e-05 0.012198 0.870735 0.102291 0.014766
M0014875-0 LIMA 0.005623 1e-05 0.793085 0.18319 0.018091
M0015800-7 LIMA 1e-05 0.007646 0.733066 0.251731 0.007547
M0015809-8 LIMA 1e-05 0.001218 0.912277 0.08288 0.003615
M0014932-9 LIMA 0.147785 0.0086 0.67082 0.117356 0.055438
M0014883-4 LIMA 0.002813 0.001298 0.954793 0.035639 0.005458
M0014885-9 LIMA 1e-05 1e-05 0.902362 0.090756 0.006863
M0014965-9 LIMA 1e-05 1e-05 0.751233 0.225828 0.022919
M0014966-7 LIMA 1e-05 0.002227 0.877454 0.111793 0.008516
M0016075-5 LIMA 1e-05 0.009879 0.830443 0.141055 0.018614
M0016113-4 LIMA 0.005425 0.003229 0.939692 0.042785 0.00887
M0014911-3 LIMA 1e-05 1e-05 0.9152 0.076795 0.007985
M0014891-7 LIMA 0.003069 0.000204 0.980996 0.015721 1e-05
M0014899-0 LIMA 1e-05 1e-05 0.861907 0.124396 0.013676
M0014934-5 LIMA 0.004199 0.001523 0.878453 0.104903 0.010922
M0014948-5 LIMA 1e-05 1e-05 0.955922 0.044048 1e-05
M0016111-8 LIMA 0.012511 0.009243 0.740017 0.161792 0.076437
M0015821-3 LIMA 0.003526 1e-05 0.956713 0.03805 0.0017
M0016054-0 LIMA 1e-05 1e-05 0.960857 0.036863 0.00226
M0014927-9 LIMA 1e-05 1e-05 0.908975 0.090995 1e-05
M0016927-7 LIMA 1e-05 1e-05 0.948791 0.051179 1e-05
M0014953-5 LIMA 1e-05 0.005436 0.673622 0.141131 0.1798
M0016114-2 LIMA 1e-05 1e-05 0.949676 0.042694 0.00761
M0016384-1 LIMA 0.000915 0.00091 0.912542 0.076907 0.008726
M0016381-7 LIMA 1e-05 0.000467 0.870293 0.122159 0.00707
M0016083-9 LIMA 0.002648 1e-05 0.803735 0.190006 0.003602
M0016042-5 LIMA 1e-05 0.000714 0.796472 0.194263 0.008542
M0016038-3 LIMA 0.010051 1e-05 0.737735 0.213646 0.038558
M0016065-6 LIMA 0.054374 1e-05 0.801505 0.12656 0.017551
M0016377-5 LIMA 1e-05 1e-05 0.959752 0.037935 0.002292
M0016942-6 LIMA 1e-05 1e-05 0.907118 0.079504 0.013358
M0018164-5 LIMA 0.002847 0.005882 0.717382 0.166316 0.107574
M0015820-5 LIMA 0.004676 1e-05 0.995294 1e-05 1e-05
M0016904-6 LIMA 0.002936 0.004304 0.982096 0.010654 1e-05
M0016934-3 LIMA 0.007027 1e-05 0.991146 1e-05 0.001806
M0016053-2 LIMA 0.002543 1e-05 0.952535 0.034439 0.010472
M0016107-6 LIMA 1e-05 0.009096 0.915658 0.075147 8.9e-05
M0018811-1 LIMA 1e-05 0.004077 0.922034 0.07237 0.001509
M0016402-1 LIMA 0.005384 1e-05 0.981542 0.013054 1e-05
M0016103-5 LIMA 0.005347 1e-05 0.85079 0.13372 0.010133
M0016919-4 LIMA 1e-05 1e-05 0.905604 0.092918 0.001458
M0016929-3 LIMA 0.007869 0.002725 0.878599 0.108086 0.002721
M0018851-7 LIMA 0.00806 1e-05 0.824544 0.149485 0.017902
M0019402-8 LIMA 0.00116 1e-05 0.843592 0.141129 0.014109
M0018738-6 LIMA 1e-05 0.015535 0.818012 0.159907 0.006536
M0016874-1 LIMA 1.1e-05 1e-05 0.987089 0.01288 1e-05
M0016905-3 LIMA 1e-05 0.003064 0.799656 0.14352 0.05375
M0017190-1 LIMA 1e-05 1e-05 0.850603 0.135355 0.014021
M0016899-8 LIMA 1e-05 0.010718 0.75617 0.183704 0.049398
M0017181-0 LIMA 0.007527 1e-05 0.811094 0.061099 0.12027
M0018122-3 LIMA 1e-05 1e-05 0.866657 0.113299 0.020024
M0016895-6 LIMA 0.00222 1e-05 0.931282 0.065675 0.000814
M0017212-3 LIMA 0.002056 0.021403 0.469524 0.453049 0.053967
M0017195-0 LIMA 1e-05 0.004022 0.865333 0.121911 0.008724
M0018717-0 LIMA 1e-05 0.000164 0.91048 0.085428 0.003919
M0018708-9 LIMA 1e-05 1e-05 0.906759 0.093211 1e-05
M0018120-7 LIMA 1e-05 1e-05 0.913673 0.082569 0.003738
M0018130-6 LIMA 1e-05 0.00023 0.837588 0.144715 0.017457
M0016892-3 LIMA 0.008245 1e-05 0.492455 0.372028 0.127262
M0018118-1 LIMA 0.002235 0.010464 0.46307 0.246912 0.277318
M0018169-4 LIMA 1e-05 0.003956 0.561189 0.379821 0.055025
M0018710-5 LIMA 1e-05 0.004663 0.328283 0.261307 0.405738
M0018134-8 LIMA 0.004848 1e-05 0.856941 0.129112 0.009089
