sampleID POP K1 K2 K3 K4 K5
M0009377-4 LIMA 1e-05 1e-05 0.916634 0.063 0.020346
M0009332-9 LIMA 1e-05 0.000889 0.829424 0.150586 0.01909
M0012033-8 LIMA 0.007031 0.003584 0.828802 0.146105 0.014479
M0010841-6 LIMA 0.003237 0.004439 0.648758 0.244539 0.099028
M0009372-5 LIMA 0.005774 0.00199 0.718126 0.265954 0.008155
M0010883-8 LIMA 0.001418 0.000854 0.733859 0.259574 0.004295
M0011994-2 LIMA 0.012984 0.002297 0.670331 0.082664 0.231724
M0010866-3 LIMA 0.010129 0.003217 0.448048 0.166983 0.371623
M0012025-4 LIMA 0.005166 1e-05 0.945243 0.049571 1e-05
M0015045-9 LIMA 1e-05 0.004569 0.902189 0.090726 0.002505
M0012921-4 LIMA 1e-05 0.004919 0.959825 0.026747 0.008499
M0016220-7 LIMA 0.00643 0.000941 0.886952 0.100826 0.00485
M0013864-5 LIMA 1e-05 1e-05 0.926062 0.06478 0.009138
M0014618-4 LIMA 0.030222 0.009819 0.825788 0.108237 0.025934
M0013700-1 LIMA 0.001528 1e-05 0.972443 0.026009 1e-05
M0013746-4 LIMA 0.018216 1e-05 0.981754 1e-05 1e-05
M0014194-6 LIMA 0.007367 0.0053 0.89367 0.08892 0.004743
M0012956-0 LIMA 0.015681 1e-05 0.839795 0.144504 1e-05
M0014227-4 LIMA 0.009704 0.006819 0.851024 0.131608 0.000845
M0013763-9 LIMA 0.007389 1e-05 0.836321 0.143638 0.012642
M0014229-0 LIMA 0.015098 0.004828 0.772861 0.20494 0.002274
M0012055-1 LIMA 1e-05 0.008502 0.863569 0.118007 0.009912
M0012004-9 LIMA 1e-05 1e-05 0.846762 0.146716 0.006502
M0010938-0 LIMA 0.005421 0.003746 0.896854 0.08054 0.013439
M0012049-4 LIMA 0.008619 1e-05 0.63064 0.281099 0.079631
M0010818-4 LIMA 0.012095 0.001542 0.647284 0.244848 0.094231
M0012078-3 LIMA 0.011242 1e-05 0.541867 0.437154 0.009727
M0012037-9 LIMA 1e-05 1e-05 0.748431 0.23835 0.013199
M0010936-4 LIMA 1e-05 1e-05 0.828256 0.165129 0.006596
M0012001-5 LIMA 0.003235 1e-05 0.996731 1.4e-05 1e-05
M0012934-7 LIMA 0.006701 0.006523 0.825547 0.159433 0.001796
M0012411-6 LIMA 1e-05 1e-05 0.809484 0.169954 0.020543
M0012060-1 LIMA 0.001883 0.0058 0.969619 0.020361 0.002337
M0012107-0 LIMA 0.004963 1e-05 0.703644 0.250516 0.040867
M0012366-2 LIMA 1e-05 0.007103 0.742298 0.239738 0.010852
M0012393-6 LIMA 1e-05 1e-05 0.835486 0.157382 0.007112
M0012880-2 LIMA 1e-05 1e-05 0.793338 0.206632 1e-05
M0013719-1 LIMA 0.00435 0.006604 0.968491 0.020498 5.7e-05
M0012349-8 LIMA 0.002561 1e-05 0.980044 0.017376 1e-05
M0013795-1 LIMA 0.043831 1e-05 0.733062 0.211896 0.011202
M0010973-7 LIMA 1e-05 0.010012 0.739502 0.229024 0.021453
M0010165-0 LIMA 1e-05 0.004286 0.886866 0.103815 0.005024
M0010121-3 LIMA 0.009972 0.003134 0.85807 0.128814 1e-05
M0010443-1 LIMA 0.004333 1e-05 0.731965 0.231273 0.032418
M0013221-8 LIMA 1e-05 0.009836 0.831278 0.1453 0.013576
M0009827-8 LIMA 0.000761 1e-05 0.770713 0.21648 0.012037
M0010452-2 LIMA 1e-05 1e-05 0.970378 0.029592 1e-05
M0012536-0 LIMA 0.001209 1e-05 0.951875 0.046896 1e-05
M0013092-3 LIMA 0.00163 1e-05 0.818977 0.169775 0.009608
M0011006-5 LIMA 1e-05 1e-05 0.844314 0.149579 0.006087
M0010144-5 LIMA 0.00276 1e-05 0.957763 0.039457 1e-05
M0012511-3 LIMA 0.000685 1e-05 0.780473 0.190951 0.027881
M0010966-1 LIMA 0.004116 1e-05 0.68476 0.292825 0.018289
M0010507-3 LIMA 1e-05 0.005885 0.907732 0.081061 0.005313
M0010172-6 LIMA 1e-05 0.012084 0.809223 0.17773 0.000954
M0010435-7 LIMA 1e-05 0.003103 0.927195 0.068493 0.001199
M0011617-9 LIMA 0.002238 0.000717 0.984799 0.012236 1e-05
M0011464-6 LIMA 0.004421 0.004605 0.966234 0.024233 0.000507
M0010997-6 LIMA 0.001179 1e-05 0.164453 0.219041 0.615317
M0010991-9 LIMA 1e-05 0.001148 0.886154 0.100626 0.012062
M0013813-2 LIMA 0.006393 1e-05 0.832138 0.15332 0.008139
M0014221-7 LIMA 1e-05 0.003958 0.855114 0.130829 0.010089
M0013844-7 LIMA 0.014054 1e-05 0.757219 0.221923 0.006794
M0014267-0 LIMA 0.031939 0.010086 0.642517 0.156577 0.15888
M0012886-9 LIMA 1e-05 1e-05 0.717563 0.264315 0.018102
M0013869-4 LIMA 0.002294 1e-05 0.969216 0.02847 1e-05
M0014568-1 LIMA 0.001683 1e-05 0.879251 0.110707 0.008349
M0013870-2 LIMA 1e-05 0.003904 0.967944 0.028132 1e-05
M0014220-9 LIMA 1e-05 0.002043 0.855871 0.134151 0.007924
M0015107-7 LIMA 0.002829 0.000802 0.769112 0.189251 0.038007
M0014572-3 LIMA 0.00467 0.008216 0.797637 0.172581 0.016895
M0014617-6 LIMA 0.008002 1e-05 0.798733 0.183079 0.010176
M0014623-4 LIMA 0.006501 0.000665 0.929885 0.058205 0.004743
M0013725-8 LIMA 0.005146 0.005013 0.776706 0.199009 0.014126
M0014626-7 LIMA 1e-05 0.014897 0.850432 0.120817 0.013844
M0014996-4 LIMA 1e-05 0.005708 0.931916 0.062356 1e-05
M0015388-3 LIMA 1e-05 0.005891 0.805373 0.179948 0.008778
M0014649-9 LIMA 0.000144 0.001016 0.968646 0.030184 1e-05
M0014574-9 LIMA 1e-05 1e-05 0.909352 0.090121 0.000507
M0015063-2 LIMA 7e-04 0.012125 0.879251 0.106126 0.001797
M0015447-7 LIMA 1e-05 0.00627 0.665526 0.314629 0.013564
M0015395-8 LIMA 1e-05 1e-05 0.644443 0.255568 0.099969
M0010472-0 LIMA 1e-05 0.011456 0.954874 0.032573 0.001087
M0011072-7 LIMA 1e-05 0.002831 0.781788 0.195485 0.019885
M0009125-7 LIMA 0.014125 0.007164 0.700732 0.243307 0.034673
M0011053-7 LIMA 0.008422 1e-05 0.558261 0.402553 0.030755
M0011124-6 LIMA 1e-05 0.011999 0.807909 0.175618 0.004465
M0009157-0 LIMA 0.074484 0.003596 0.766055 0.143486 0.012379
M0010378-9 LIMA 1e-05 0.012059 0.735237 0.175068 0.077626
M0010343-3 LIMA 0.005888 0.004777 0.800039 0.169243 0.020053
M0009656-1 LIMA 0.002546 0.005966 0.620526 0.358922 0.012039
M0009696-7 LIMA 1e-05 0.009181 0.461042 0.19417 0.335596
M0010368-0 LIMA 0.028389 1e-05 0.640118 0.277545 0.053938
M0009710-6 LIMA 1e-05 1e-05 0.921179 0.076536 0.002265
M0009711-4 LIMA 0.000437 0.006812 0.809953 0.146604 0.036193
M0009682-7 LIMA 0.007549 0.013894 0.226583 0.743375 0.008598
M0010367-2 LIMA 1e-05 1e-05 0.887244 0.105852 0.006884
M0009713-0 LIMA 1e-05 0.000419 0.884548 0.106473 0.00855
M0011542-9 LIMA 1e-05 1e-05 0.827813 0.165517 0.00665
M0010427-4 LIMA 1e-05 0.012028 0.596971 0.339795 0.051196
M0011567-6 LIMA 1e-05 0.003158 0.952482 0.040192 0.004158
M0010355-7 LIMA 0.020412 1e-05 0.596299 0.362735 0.020545
M0011079-2 LIMA 1e-05 0.003885 0.859521 0.129419 0.007165
M0012550-1 LIMA 0.002137 0.007899 0.800734 0.180324 0.008906
M0010399-5 LIMA 1e-05 0.000739 0.881983 0.102662 0.014606
M0016801-4 LIMA 1e-05 1e-05 0.775189 0.209237 0.015554
M0015026-9 LIMA 0.016743 1e-05 0.790028 0.185889 0.007329
M0015019-4 LIMA 0.171623 1e-05 0.716797 0.101439 0.010131
M0015403-0 LIMA 0.495916 1e-05 0.442582 0.056999 0.004493
M0014616-8 LIMA 1e-05 0.012631 0.292043 0.211072 0.484244
M0014607-7 LIMA 0.00403 1e-05 0.803655 0.178022 0.014283
M0015003-8 LIMA 0.001839 0.001221 0.942443 0.054487 1e-05
M0015010-3 LIMA 0.01435 1e-05 0.98562 1e-05 1e-05
M0015400-6 LIMA 1e-05 0.001376 0.9484 0.050205 1e-05
M0014611-9 LIMA 0.013084 1e-05 0.840765 0.140702 0.005439
M0015101-0 LIMA 1e-05 0.001512 0.915189 0.07794 0.005349
M0015437-8 LIMA 0.004888 0.004476 0.944814 0.036592 0.00923
M0016751-1 LIMA 0.006373 1e-05 0.901314 0.087556 0.004748
M0016209-0 LIMA 0.04276 1e-05 0.717222 0.106554 0.133454
M0016752-9 LIMA 1e-05 0.016588 0.892856 0.085668 0.004878
M0017928-4 LIMA 1e-05 0.004105 0.865263 0.121499 0.009123
M0016197-7 LIMA 0.011362 1e-05 0.728467 0.245568 0.014592
M0018383-1 LIMA 0.117445 1e-05 0.716489 0.149132 0.016925
M0014619-2 LIMA 0.005678 0.001953 0.722629 0.259029 0.010711
M0016724-8 LIMA 1e-05 0.00377 0.840496 0.14673 0.008995
M0016179-5 LIMA 1e-05 1e-05 0.669287 0.242956 0.087737
M0016714-9 LIMA 1e-05 0.007814 0.805767 0.183943 0.002465
M0016201-7 LIMA 0.00435 1e-05 0.489829 0.331769 0.174042
M0011032-1 LIMA 0.014727 1e-05 0.705287 0.195577 0.084399
M0013254-9 LIMA 1.6e-05 1e-05 0.958162 0.025832 0.01598
M0010990-1 LIMA 0.001585 0.006907 0.945091 0.041662 0.004754
M0010988-5 LIMA 0.001163 0.00488 0.863975 0.127625 0.002356
M0011446-3 LIMA 1e-05 1e-05 0.862718 0.121032 0.016229
M0013203-6 LIMA 7.8e-05 1e-05 0.859635 0.129744 0.010532
M0013216-8 LIMA 0.008027 1e-05 0.88789 0.09282 0.011253
M0011024-8 LIMA 0.005253 1e-05 0.801231 0.070321 0.123186
M0011486-9 LIMA 1e-05 0.005473 0.818627 0.169611 0.006278
M0013297-8 LIMA 1e-05 1e-05 0.966197 0.033545 0.000238
M0011406-7 LIMA 0.000243 0.003095 0.740706 0.152626 0.103329
M0013265-5 LIMA 0.024211 1e-05 0.818784 0.126119 0.030876
M0008345-2 LIMA 1e-05 0.001724 0.939494 0.05103 0.007743
M0009400-4 LIMA 0.018039 1e-05 0.847701 0.131217 0.003034
M0010909-1 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0008501-0 LIMA 1e-05 0.003229 0.92756 0.05952 0.009681
M0008767-7 LIMA 1e-05 0.008443 0.922611 0.059739 0.009198
M0008792-5 LIMA 0.00154 1e-05 0.806416 0.176728 0.015306
M0008473-2 LIMA 0.001619 1e-05 0.708114 0.26432 0.025937
M0008755-2 LIMA 0.004549 0.003254 0.838004 0.111134 0.043059
M0008756-0 LIMA 0.004645 1e-05 0.990968 0.004367 1e-05
M0008791-7 LIMA 1e-05 0.007866 0.853363 0.127282 0.011479
M0010873-9 LIMA 0.003999 1e-05 0.912294 0.083687 1e-05
M0009323-8 LIMA 1e-05 0.011902 0.966557 0.02152 1e-05
M0009330-3 LIMA 0.003624 1e-05 0.903603 0.088205 0.004558
M0009324-6 LIMA 0.005517 1e-05 0.798325 0.183528 0.01262
M0009346-9 LIMA 1e-05 0.00047 0.905815 0.084443 0.009262
M0009331-1 LIMA 0.003354 1e-05 0.90446 0.085451 0.006725
M0009291-7 LIMA 1e-05 0.012377 0.83072 0.144501 0.012392
M0008794-1 LIMA 0.000768 0.001086 0.864576 0.13001 0.00356
M0009294-1 LIMA 1e-05 0.005987 0.704411 0.263358 0.026235
M0008723-0 LIMA 1e-05 0.008735 0.901855 0.079726 0.009673
M0017929-2 LIMA 0.002857 1e-05 0.852446 0.139043 0.005644
M0018954-9 LIMA 0.001135 0.005092 0.894203 0.0968 0.00277
M0018935-8 LIMA 1e-05 0.006683 0.87342 0.114809 0.005078
M0018957-2 LIMA 0.003092 1e-05 0.88141 0.109447 0.006041
M0018963-0 LIMA 1e-05 0.006444 0.94356 0.046735 0.003251
M0018892-1 LIMA 0.035845 0.010507 0.614748 0.256919 0.08198
M0018385-6 LIMA 1e-05 1e-05 0.741827 0.246115 0.012038
M0018415-1 LIMA 0.006427 0.003411 0.759935 0.21385 0.016378
M0020577-4 LIMA 1e-05 0.002084 0.913539 0.078688 0.005679
M0018357-5 LIMA 0.00024 1e-05 0.896755 0.099611 0.003384
M0019945-6 LIMA 0.006186 1e-05 0.836485 0.135157 0.022163
M0018904-4 LIMA 1e-05 1e-05 0.894168 0.104814 0.000998
M0018338-5 LIMA 0.054649 0.021682 0.804426 0.098252 0.020991
M0018970-5 LIMA 1e-05 0.007514 0.825062 0.165499 0.001915
M0016648-9 LIMA 0.000759 1e-05 0.81764 0.154531 0.02706
M0016778-4 LIMA 0.007709 1e-05 0.791716 0.190535 0.01003
M0016759-4 LIMA 0.003753 0.002424 0.803169 0.133935 0.056719
M0018359-1 LIMA 0.004035 1e-05 0.992428 0.003517 1e-05
M0018947-3 LIMA 1e-05 0.010386 0.923209 0.061547 0.004848
M0016261-1 LIMA 0.00286 0.013337 0.87221 0.107483 0.004111
M0016786-7 LIMA 0.004362 0.003058 0.921301 0.069693 0.001586
M0016242-1 LIMA 1e-05 0.001135 0.998835 1e-05 1e-05
M0016764-4 LIMA 1e-05 1e-05 0.940946 0.059024 1e-05
M0008623-2 LIMA 0.017335 1e-05 0.42563 0.373073 0.183952
M0009286-7 LIMA 1e-05 0.00655 0.955845 0.033339 0.004256
M0009215-6 LIMA 1e-05 0.006807 0.792098 0.186661 0.014424
M0008618-2 LIMA 1e-05 0.001792 0.878838 0.111577 0.007783
M0009199-2 LIMA 0.00462 0.009871 0.713216 0.268836 0.003457
M0009200-8 LIMA 1e-05 1e-05 0.948529 0.038266 0.013185
M0009197-6 LIMA 1e-05 0.001607 0.8825 0.115873 1e-05
M0009266-9 LIMA 0.000182 1e-05 0.90884 0.082697 0.00827
M0009189-3 LIMA 1e-05 0.014366 0.79205 0.182158 0.011416
M0009191-9 LIMA 0.001064 0.008874 0.851813 0.132168 0.006081
M0018370-8 LIMA 0.001688 1e-05 0.757809 0.227494 0.012998
M0018870-7 LIMA 0.004284 0.002112 0.782105 0.131973 0.079526
M0018939-0 LIMA 1e-05 1e-05 0.712535 0.283725 0.00372
M0018866-5 LIMA 1e-05 1e-05 0.944395 0.05207 0.003516
M0018912-7 LIMA 1e-05 1e-05 0.747418 0.176627 0.075935
M0016741-2 LIMA 1e-05 0.006465 0.92132 0.071678 0.000527
M0016781-8 LIMA 1e-05 0.004455 0.686638 0.300747 0.00815
M0018375-7 LIMA 1e-05 1e-05 0.758649 0.226379 0.014952
M0016615-8 LIMA 0.007847 1e-05 0.760032 0.18474 0.047371
M0009225-5 LIMA 1e-05 1e-05 0.982002 0.017968 1e-05
M0009220-6 LIMA 1e-05 1e-05 0.729626 0.213838 0.056516
M0009210-7 LIMA 1e-05 1e-05 0.783313 0.216007 0.00066
M0009993-8 LIMA 1e-05 1e-05 0.799619 0.190611 0.00975
M0010054-6 LIMA 1e-05 0.001004 0.912105 0.077015 0.009866
M0009274-3 LIMA 0.003407 0.002546 0.884956 0.10127 0.007821
M0012273-0 LIMA 1e-05 1e-05 0.75254 0.244927 0.002513
M0012333-2 LIMA 0.008832 0.005579 0.939317 0.046263 1e-05
M0009984-7 LIMA 1e-05 0.001927 0.822561 0.15976 0.015742
M0010596-6 LIMA 1e-05 1e-05 0.927182 0.064005 0.008793
M0009271-9 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0009272-7 LIMA 0.012101 0.009371 0.591384 0.373314 0.01383
M0010726-9 LIMA 0.0078 1e-05 0.844741 0.128095 0.019354
M0014702-6 LIMA 0.003269 0.008757 0.883281 0.10038 0.004314
M0014700-0 LIMA 0.004312 1e-05 0.984967 0.010701 1e-05
M0014712-5 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0010673-3 LIMA 0.012115 0.004439 0.863957 0.11144 0.008049
M0010708-7 LIMA 0.017353 1e-05 0.765291 0.201961 0.015385
M0010713-7 LIMA 1e-05 0.010046 0.882429 0.101591 0.005923
M0012319-1 LIMA 1e-05 1e-05 0.919761 0.062198 0.018021
M0012293-8 LIMA 0.010324 1e-05 0.753144 0.219608 0.016915
M0012280-5 LIMA 0.003639 0.001773 0.823636 0.159522 0.011429
M0010043-9 LIMA 0.006518 0.008258 0.927007 0.054863 0.003354
M0010044-7 LIMA 1e-05 1e-05 0.995787 0.003671 0.000523
M0012645-9 LIMA 0.019201 1e-05 0.847916 0.119725 0.013148
M0012244-1 LIMA 1e-05 0.000132 0.842562 0.14575 0.011547
M0012245-8 LIMA 0.003416 0.004442 0.869689 0.112452 0.010002
M0016863-4 LIMA 1e-05 0.009892 0.931111 0.054833 0.004154
M0018945-7 LIMA 1e-05 0.001091 0.824794 0.166595 0.00751
M0016735-4 LIMA 0.00748 1e-05 0.800285 0.170953 0.021272
M0016847-7 LIMA 0.002666 0.002439 0.905821 0.089064 1e-05
M0017994-6 LIMA 0.005355 1e-05 0.763726 0.223478 0.007431
M0018402-9 LIMA 1e-05 0.008833 0.741907 0.225627 0.023623
M0018328-6 LIMA 1e-05 0.007632 0.83847 0.153878 1e-05
M0018898-8 LIMA 0.004911 0.002539 0.873193 0.109527 0.00983
M0018321-1 LIMA 1e-05 0.000226 0.898928 0.099208 0.001628
M0016808-9 LIMA 1e-05 1e-05 0.888969 0.111001 1e-05
M0016812-1 LIMA 0.007373 1e-05 0.902787 0.087979 0.00185
M0016843-6 LIMA 0.005908 0.005793 0.977224 0.011065 1e-05
M0016857-6 LIMA 0.01402 1e-05 0.841552 0.118089 0.026328
M0019979-5 LIMA 1e-05 0.002907 0.906261 0.083653 0.007168
M0020567-5 LIMA 1e-05 0.007807 0.977727 0.0115 0.002957
M0018876-4 LIMA 0.004362 0.001978 0.898704 0.089119 0.005838
M0018894-7 LIMA 0.00863 0.000191 0.620385 0.350105 0.020688
M0020626-9 LIMA 0.000986 1e-05 0.837956 0.156031 0.005017
M0021381-0 LIMA 0.020769 0.005165 0.840563 0.099212 0.03429
M0021395-0 LIMA 0.007769 0.005752 0.817179 0.156645 0.012655
M0012514-7 LIMA 0.002855 1e-05 0.866217 0.118876 0.012043
M0013199-6 LIMA 0.000927 0.005292 0.583503 0.390824 0.019454
M0013279-6 LIMA 0.009474 0.000714 0.89569 0.092319 0.001803
M0013208-5 LIMA 1e-05 1e-05 0.833196 0.15824 0.008544
M0013195-4 LIMA 0.010071 1e-05 0.807065 0.141869 0.040985
M0014067-4 LIMA 1e-05 0.003512 0.823107 0.162402 0.01097
M0013970-0 LIMA 0.010503 0.008724 0.51532 0.304137 0.161316
M0013436-2 LIMA 0.003029 0.002156 0.851068 0.136069 0.007678
M0013967-6 LIMA 0.01115 1e-05 0.851395 0.130149 0.007296
M0013266-3 LIMA 1e-05 1e-05 0.790041 0.153869 0.05607
M0013317-4 LIMA 0.004414 0.007855 0.964607 0.023114 1e-05
M0012512-1 LIMA 1e-05 1e-05 0.864994 0.13389 0.001096
M0012706-9 LIMA 1e-05 1e-05 0.6514 0.318805 0.029775
M0013490-9 LIMA 1e-05 0.00054 0.951002 0.042996 0.005453
M0010236-9 LIMA 0.028805 1e-05 0.781944 0.173625 0.015616
M0011905-8 LIMA 0.002575 1e-05 0.583807 0.309996 0.103612
M0010269-0 LIMA 1e-05 0.003929 0.871387 0.120704 0.00397
M0010309-4 LIMA 0.024762 1e-05 0.789483 0.177329 0.008416
M0011178-2 LIMA 0.022973 1e-05 0.877182 0.096706 0.003129
M0012694-7 LIMA 0.00833 1e-05 0.680701 0.266249 0.04471
M0013512-0 LIMA 0.002424 1e-05 0.774657 0.209075 0.013834
M0012693-9 LIMA 0.006835 1e-05 0.955837 0.037308 1e-05
M0011940-5 LIMA 1e-05 1e-05 0.742621 0.210584 0.046775
M0011217-8 LIMA 0.067577 0.010059 0.656984 0.253119 0.012261
M0012670-7 LIMA 1e-05 0.004428 0.918245 0.077307 1e-05
M0011979-3 LIMA 0.006587 0.00404 0.881773 0.093275 0.014325
M0011529-6 LIMA 0.007881 1e-05 0.787863 0.202417 0.001829
M0011068-5 LIMA 0.002265 0.007263 0.92451 0.060326 0.005636
M0011066-9 LIMA 0.012739 1e-05 0.738357 0.231082 0.017813
M0011663-3 LIMA 1e-05 1e-05 0.702451 0.258132 0.039397
M0009995-3 LIMA 0.002441 1e-05 0.937289 0.054507 0.005752
M0011054-5 LIMA 1e-05 0.005886 0.947678 0.04074 0.005686
M0011375-4 LIMA 0.007905 0.008441 0.858091 0.121983 0.003579
M0011566-8 LIMA 1e-05 0.009316 0.925321 0.061116 0.004237
M0011128-7 LIMA 0.01154 0.000409 0.583336 0.39492 0.009795
M0011575-9 LIMA 1e-05 1e-05 0.787014 0.152154 0.060813
M0011514-8 LIMA 0.000367 1e-05 0.864699 0.132125 0.002798
M0011521-3 LIMA 1e-05 0.003391 0.792776 0.19342 0.010403
M0011625-2 LIMA 0.000597 0.000213 0.909395 0.089785 1e-05
M0011637-7 LIMA 1.1e-05 1e-05 0.998321 0.001648 1e-05
M0012230-0 LIMA 0.009697 1e-05 0.416232 0.513334 0.060727
M0011599-9 LIMA 0.005369 1e-05 0.724163 0.261901 0.008557
M0011399-4 LIMA 0.003151 0.021723 0.649685 0.304928 0.020513
M0012217-7 LIMA 1e-05 0.001049 0.313414 0.395194 0.290332
M0010620-4 LIMA 0.03004 0.006516 0.412082 0.284397 0.266966
M0012568-3 LIMA 1e-05 0.006212 0.955184 0.038584 1e-05
M0011549-4 LIMA 0.052821 1e-05 0.643161 0.248138 0.055869
M0012552-7 LIMA 0.006706 1e-05 0.679403 0.306833 0.007047
M0013293-7 LIMA 1e-05 1e-05 0.791458 0.168127 0.040395
M0013245-7 LIMA 1e-05 1e-05 0.940653 0.059317 1e-05
M0013223-4 LIMA 0.001723 0.00425 0.994008 1e-05 1e-05
M0013395-0 LIMA 0.006263 1e-05 0.876567 0.086086 0.031074
M0013396-8 LIMA 0.001103 1.2e-05 0.991974 0.006901 1e-05
M0013260-6 LIMA 1e-05 1e-05 0.857156 0.132514 0.01031
M0012311-8 LIMA 1e-05 1e-05 0.845967 0.154003 1e-05
M0012265-6 LIMA 0.001617 1e-05 0.946283 0.05208 1e-05
M0012305-0 LIMA 0.095486 0.010051 0.494259 0.290776 0.109427
M0015252-1 LIMA 0.008853 1e-05 0.930576 0.054401 0.00616
M0014719-0 LIMA 0.004343 1e-05 0.896247 0.099217 0.000183
M0013004-8 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0012294-6 LIMA 0.001161 0.00271 0.63729 0.345126 0.013714
M0012630-1 LIMA 1e-05 1e-05 0.844063 0.148453 0.007464
M0012638-4 LIMA 1e-05 1e-05 0.913772 0.07984 0.006368
M0012328-2 LIMA 1e-05 0.00074 0.811963 0.179892 0.007394
M0014676-2 LIMA 0.005121 0.00651 0.945052 0.0363 0.007017
M0014685-3 LIMA 1e-05 1e-05 0.929268 0.062033 0.008679
M0012654-1 LIMA 0.005941 1e-05 0.919809 0.06679 0.00745
M0016522-6 LIMA 0.002743 1e-05 0.877549 0.111301 0.008396
M0016573-9 LIMA 1e-05 1e-05 0.875092 0.116849 0.008039
M0014731-5 LIMA 0.016943 0.002449 0.901331 0.075222 0.004054
M0014668-9 LIMA 0.001722 1e-05 0.854075 0.132956 0.011237
M0014724-0 LIMA 0.010186 1e-05 0.952221 0.037574 1e-05
M0016596-0 LIMA 1e-05 0.005895 0.787127 0.197737 0.009231
M0014728-1 LIMA 0.005931 1e-05 0.952852 0.032425 0.008782
M0015230-7 LIMA 0.002047 1e-05 0.938506 0.059427 1e-05
M0014748-9 LIMA 0.004573 0.006573 0.724878 0.245074 0.018902
M0014735-6 LIMA 1e-05 1e-05 0.967211 0.032759 1e-05
M0017888-0 LIMA 1e-05 1e-05 0.73972 0.250263 0.009997
M0015297-6 LIMA 0.014977 1e-05 0.914143 0.065015 0.005855
M0015291-9 LIMA 1e-05 1e-05 0.493841 0.25726 0.248879
M0017404-6 LIMA 0.002599 1e-05 0.867829 0.125485 0.004078
M0010631-1 LIMA 0.004363 0.006844 0.911052 0.076266 0.001475
M0010701-2 LIMA 0.001945 1e-05 0.910408 0.080583 0.007054
M0011727-6 LIMA 1e-05 1e-05 0.834777 0.15714 0.008063
M0011738-3 LIMA 1e-05 1e-05 0.823106 0.152552 0.024322
M0010653-5 LIMA 0.010248 1e-05 0.833351 0.149774 0.006618
M0011757-3 LIMA 0.008347 0.005961 0.758724 0.21798 0.008988
M0011739-1 LIMA 1e-05 0.007137 0.892705 0.096696 0.003452
M0012454-6 LIMA 1e-05 0.005706 0.937997 0.047843 0.008444
M0011706-0 LIMA 0.002361 1e-05 0.848001 0.143581 0.006047
M0010707-9 LIMA 0.010592 1e-05 0.810883 0.176671 0.001845
M0010706-1 LIMA 0.002383 1e-05 0.832806 0.15794 0.006861
M0011711-0 LIMA 1e-05 0.004893 0.871405 0.104036 0.019656
M0010662-6 LIMA 0.009813 1e-05 0.552467 0.25972 0.177989
M0011712-8 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0011743-3 LIMA 0.003638 1e-05 0.866635 0.122417 0.0073
M0012486-8 LIMA 1e-05 1e-05 0.877738 0.119652 0.00259
M0012476-9 LIMA 1e-05 0.002885 0.871309 0.125228 0.000568
M0013046-9 LIMA 0.003474 0.004126 0.691219 0.25912 0.042061
M0012456-1 LIMA 1e-05 0.001054 0.917584 0.080287 0.001065
M0013021-2 LIMA 0.043253 0.004147 0.692517 0.217003 0.043079
M0012483-5 LIMA 1e-05 1e-05 0.923361 0.060273 0.016345
M0013936-1 LIMA 0.009538 1e-05 0.816728 0.166042 0.007681
M0012446-2 LIMA 0.007596 1e-05 0.896534 0.084787 0.011072
M0013405-7 LIMA 0.096287 1e-05 0.804616 0.091092 0.007994
M0014424-7 LIMA 1e-05 0.005849 0.712624 0.263681 0.017837
M0013393-5 LIMA 1e-05 0.001143 0.904657 0.089575 0.004614
M0013407-3 LIMA 0.001556 1e-05 0.707022 0.271813 0.019599
M0014054-2 LIMA 0.002399 4.3e-05 0.965743 0.031805 1e-05
M0014049-2 LIMA 1e-05 0.003779 0.99515 1e-05 0.001051
M0014428-8 LIMA 1e-05 1e-05 0.99996 1e-05 1e-05
M0013986-6 LIMA 1e-05 1e-05 0.829026 0.166302 0.004652
M0013415-6 LIMA 1e-05 1e-05 0.998089 1e-05 0.001881
M0013431-3 LIMA 0.018122 0.001952 0.960839 0.015281 0.003805
M0013965-0 LIMA 1e-05 0.003214 0.835875 0.153321 0.00758
M0015471-7 LIMA 0.004507 1e-05 0.986146 0.009327 1e-05
M0013958-5 LIMA 0.287389 1e-05 0.579574 0.117799 0.015229
M0013411-5 LIMA 0.00844 1e-05 0.965621 0.025918 1e-05
M0014026-0 LIMA 1e-05 0.005119 0.893788 0.089791 0.011292
M0013412-3 LIMA 0.016114 0.011924 0.774689 0.197262 1e-05
M0014425-4 LIMA 0.00525 1e-05 0.726846 0.183171 0.084723
M0015469-1 LIMA 0.001917 1e-05 0.918189 0.074177 0.005707
M0014449-4 LIMA 0.060713 0.018799 0.475318 0.304117 0.141053
M0013966-8 LIMA 0.001052 0.011124 0.482102 0.449789 0.055934
M0015463-4 LIMA 0.006906 1e-05 0.911608 0.081466 1e-05
M0014007-0 LIMA 0.002804 1e-05 0.717225 0.247593 0.032368
M0016315-5 LIMA 0.009489 0.003609 0.771267 0.191722 0.023913
M0012973-5 LIMA 1e-05 0.002499 0.997471 1e-05 1e-05
